Total,Processes,ProcessesUsed,System,Atom,AtomUsed,Binary,Code,ETS
14130024,3198084,3198084,10931940,383317,351676,65872,6089241,406976,
14186344,3216516,3216516,10969828,383317,351676,103760,6089241,406976,
14160896,3209372,3209372,10951524,383317,351676,85456,6089241,406976,
14132328,3200524,3200524,10931804,383317,351676,65872,6089241,406976,
14186208,3216516,3216516,10969692,383317,351676,103760,6089241,406976,
14191392,3221332,3221332,10970060,383317,351676,104128,6089241,406976,
14112144,3191108,3191108,10921036,383317,351676,54992,6089241,406976,
14166552,3206348,3206348,10960204,383317,351676,94160,6089241,406976,
14183288,3213116,3213116,10970172,383317,351676,104128,6089241,406976,
14194016,3223844,3223844,10970172,383317,351676,104128,6089241,406976,
14146568,3195068,3195068,10951500,383317,351676,85456,6089241,406976,
14139016,3207100,3207100,10931916,383317,351676,65872,6089241,406976,
14124656,3193556,3193556,10931100,383317,351676,65056,6089241,406976,
14176904,3207100,3207100,10969804,383317,351676,103760,6089241,406976,
14148896,3197508,3197508,10951388,383317,351676,85456,6089241,406976,
14120584,3188668,3188668,10931916,383317,351676,65872,6089241,406976,
14176904,3207100,3207100,10969804,383317,351676,103760,6089241,406976,
14186880,3216700,3216700,10970180,383317,351676,104128,6089241,406976,
14194016,3223844,3223844,10970172,383317,351676,104128,6089241,406976,
14121392,3191108,3191108,10930284,383317,351676,64240,6089241,406976,
14174472,3204660,3204660,10969812,383317,351676,103760,6089241,406976,
14184432,3214252,3214252,10970180,383317,351676,104128,6089241,406976,
14196464,3226292,3226292,10970172,383317,351676,104128,6089241,406976,
14121392,3191108,3191108,10930284,383317,351676,64240,6089241,406976,
14176912,3207100,3207100,10969812,383317,351676,103760,6089241,406976,
14146464,3195068,3195068,10951396,383317,351676,85456,6089241,406976,
14138904,3207100,3207100,10931804,383317,351676,65872,6089241,406976,
14124544,3193556,3193556,10930988,383317,351676,65056,6089241,406976,
14176800,3207100,3207100,10969700,383317,351676,103760,6089241,406976,
14184320,3214252,3214252,10970068,383317,351676,104128,6089241,406976,
14191464,3221404,3221404,10970060,383317,351676,104128,6089241,406976,
14121392,3191108,3191108,10930284,383317,351676,64240,6089241,406976,
14179360,3209548,3209548,10969812,383317,351676,103760,6089241,406976,
14184432,3214252,3214252,10970180,383317,351676,104128,6089241,406976,
14194016,3223844,3223844,10970172,383317,351676,104128,6089241,406976,
14118952,3188668,3188668,10930284,383317,351676,64240,6089241,406976,
14173184,3203484,3203484,10969700,383317,351676,103760,6089241,406976,
14152008,3199956,3199956,10952052,383317,351676,86000,6089241,406976,
14139024,3207100,3207100,10931924,383317,351676,65872,6089241,406976,
14122216,3191108,3191108,10931108,383317,351676,65056,6089241,406976,
14170856,3201044,3201044,10969812,383317,351676,103760,6089241,406976,
14149560,3197508,3197508,10952052,383317,351676,86000,6089241,406976,
14125480,3193556,3193556,10931924,383317,351676,65872,6089241,406976,
14176912,3207100,3207100,10969812,383317,351676,103760,6089241,406976,
14149016,3197508,3197508,10951508,383317,351676,85456,6089241,406976,
14120592,3188668,3188668,10931924,383317,351676,65872,6089241,406976,
14176912,3207100,3207100,10969812,383317,351676,103760,6089241,406976,
14186768,3216700,3216700,10970068,383317,351676,104128,6089241,406976,
14193912,3223844,3223844,10970068,383317,351676,104128,6089241,406976,
14121288,3191108,3191108,10930180,383317,351676,64240,6089241,406976,
14174360,3204660,3204660,10969700,383317,351676,103760,6089241,406976,
14184320,3214252,3214252,10970068,383317,351676,104128,6089241,406976,
14114600,3193556,3193556,10921044,383317,351676,54992,6089241,406976,
14167312,3207100,3207100,10960212,383317,351676,94160,6089241,406976,
14121944,3191108,3191108,10930836,383317,351676,64784,6089241,406976,
14174472,3204660,3204660,10969812,383317,351676,103760,6089241,406976,
14145400,3193892,3193892,10951508,383317,351676,85456,6089241,406976,
14137856,3205932,3205932,10931924,383317,351676,65872,6089241,406976,
14118480,3187492,3187492,10930988,383317,351676,65056,6089241,406976,
14173288,3203484,3203484,10969804,383317,351676,103760,6089241,406976,
14147120,3195068,3195068,10952052,383317,351676,86000,6089241,406976,
14139024,3207100,3207100,10931924,383317,351676,65872,6089241,406976,
14124656,3193556,3193556,10931100,383317,351676,65056,6089241,406976,
14176904,3207100,3207100,10969804,383317,351676,103760,6089241,406976,
14149016,3197508,3197508,10951508,383317,351676,85456,6089241,406976,
14120592,3188668,3188668,10931924,383317,351676,65872,6089241,406976,
14176904,3207100,3207100,10969804,383317,351676,103760,6089241,406976,
14151456,3199956,3199956,10951500,383317,351676,85456,6089241,406976,
14123032,3191108,3191108,10931924,383317,351676,65872,6089241,406976,
14173184,3203484,3203484,10969700,383317,351676,103760,6089241,406976,
14147112,3195068,3195068,10952044,383317,351676,86000,6089241,406976,
14123024,3191108,3191108,10931916,383317,351676,65872,6089241,406976,
14179360,3209548,3209548,10969812,383317,351676,103760,6089241,406976,
14184432,3214252,3214252,10970180,383317,351676,104128,6089241,406976,
14194016,3223844,3223844,10970172,383317,351676,104128,6089241,406976,
14118952,3188668,3188668,10930284,383317,351676,64240,6089241,406976,
14176912,3207100,3207100,10969812,383317,351676,103760,6089241,406976,
14151464,3199956,3199956,10951508,383317,351676,85456,6089241,406976,
14123032,3191108,3191108,10931924,383317,351676,65872,6089241,406976,
14176912,3207100,3207100,10969812,383317,351676,103760,6089241,406976,
14146464,3195068,3195068,10951396,383317,351676,85456,6089241,406976,
14138912,3207100,3207100,10931812,383317,351676,65872,6089241,406976,
14124664,3193556,3193556,10931108,383317,351676,65056,6089241,406976,
14176912,3207100,3207100,10969812,383317,351676,103760,6089241,406976,
14149016,3197508,3197508,10951508,383317,351676,85456,6089241,406976,
14120592,3188668,3188668,10931924,383317,351676,65872,6089241,406976,
14176912,3207100,3207100,10969812,383317,351676,103760,6089241,406976,
14186880,3216700,3216700,10970180,383317,351676,104128,6089241,406976,
14194024,3223844,3223844,10970180,383317,351676,104128,6089241,406976,
14121400,3191108,3191108,10930292,383317,351676,64240,6089241,406976,
14174472,3204660,3204660,10969812,383317,351676,103760,6089241,406976,
14148904,3197508,3197508,10951396,383317,351676,85456,6089241,406976,
14125480,3193556,3193556,10931924,383317,351676,65872,6089241,406976,
14176912,3207100,3207100,10969812,383317,351676,103760,6089241,406976,
14184432,3214252,3214252,10970180,383317,351676,104128,6089241,406976,
14187968,3217788,3217788,10970180,383317,351676,104128,6089241,406976,
14121400,3191108,3191108,10930292,383317,351676,64240,6089241,406976,
14179360,3209548,3209548,10969812,383317,351676,103760,6089241,406976,
14149008,3197508,3197508,10951500,383317,351676,85456,6089241,406976,
14123024,3191108,3191108,10931916,383317,351676,65872,6089241,406976,
14174472,3204660,3204660,10969812,383317,351676,103760,6089241,406976,
14149016,3197508,3197508,10951508,383317,351676,85456,6089241,406976,
14137744,3205940,3205940,10931804,383317,351676,65872,6089241,406976,
14118592,3187492,3187492,10931100,383317,351676,65056,6089241,406976,
14176912,3207100,3207100,10969812,383317,351676,103760,6089241,406976,
14146576,3195068,3195068,10951508,383317,351676,85456,6089241,406976,
14135400,3203484,3203484,10931916,383317,351676,65872,6089241,406976,
14121040,3189940,3189940,10931100,383317,351676,65056,6089241,406976,
14176912,3207100,3207100,10969812,383317,351676,103760,6089241,406976,
14184432,3214252,3214252,10970180,383317,351676,104128,6089241,406976,
14191576,3221404,3221404,10970172,383317,351676,104128,6089241,406976,
14121392,3191108,3191108,10930284,383317,351676,64240,6089241,406976,
14179360,3209548,3209548,10969812,383317,351676,103760,6089241,406976,
14148904,3197508,3197508,10951396,383317,351676,85456,6089241,406976,
14138904,3207100,3207100,10931804,383317,351676,65872,6089241,406976,
14119656,3188668,3188668,10930988,383317,351676,65056,6089241,406976,
14176912,3207100,3207100,10969812,383317,351676,103760,6089241,406976,
14152400,3200892,3200892,10951508,383317,351676,85456,6089241,406976,
14139960,3208036,3208036,10931924,383317,351676,65872,6089241,406976,
14123152,3192044,3192044,10931108,383317,351676,65056,6089241,406976,
14175408,3205596,3205596,10969812,383317,351676,103760,6089241,406976,
14185368,3215188,3215188,10970180,383317,351676,104128,6089241,406976,
14197408,3227228,3227228,10970180,383317,351676,104128,6089241,406976,
14122336,3192044,3192044,10930292,383317,351676,64240,6089241,406976,
14177736,3208036,3208036,10969700,383317,351676,103760,6089241,406976,
14182816,3212748,3212748,10970068,383317,351676,104128,6089241,406976,
14191232,3221164,3221164,10970068,383317,351676,104128,6089241,406976,
14121168,3190876,3190876,10930292,383317,351676,64240,6089241,406976,
14177848,3208036,3208036,10969812,383317,351676,103760,6089241,406976,
14181752,3211572,3211572,10970180,383317,351676,104128,6089241,406976,
14165808,3205596,3205596,10960212,383317,351676,94160,6089241,406976,
14122880,3192044,3192044,10930836,383317,351676,64784,6089241,406976,
14180296,3210484,3210484,10969812,383317,351676,103760,6089241,406976,
14185368,3215188,3215188,10970180,383317,351676,104128,6089241,406976,
14194960,3224780,3224780,10970180,383317,351676,104128,6089241,406976,
14119784,3189604,3189604,10930180,383317,351676,64240,6089241,406976,
14177848,3208036,3208036,10969812,383317,351676,103760,6089241,406976,
14187816,3217636,3217636,10970180,383317,351676,104128,6089241,406976,
14113080,3192044,3192044,10921036,383317,351676,54992,6089241,406976,
14165040,3204836,3204836,10960204,383317,351676,94160,6089241,406976,
14182928,3212748,3212748,10970180,383317,351676,104128,6089241,406976,
14194960,3224780,3224780,10970180,383317,351676,104128,6089241,406976,
14152392,3200892,3200892,10951500,383317,351676,85456,6089241,406976,
14123960,3192044,3192044,10931916,383317,351676,65872,6089241,406976,
14177848,3208036,3208036,10969812,383317,351676,103760,6089241,406976,
14182928,3212748,3212748,10970180,383317,351676,104128,6089241,406976,
14194840,3224780,3224780,10970060,383317,351676,104128,6089241,406976,
14124664,3194492,3194492,10930172,383317,351676,64240,6089241,406976,
14177736,3208036,3208036,10969700,383317,351676,103760,6089241,406976,
14149952,3198444,3198444,10951508,383317,351676,85456,6089241,406976,
14137512,3205596,3205596,10931916,383317,351676,65872,6089241,406976,
14123144,3192044,3192044,10931100,383317,351676,65056,6089241,406976,
14180296,3210484,3210484,10969812,383317,351676,103760,6089241,406976,
14149952,3198444,3198444,10951508,383317,351676,85456,6089241,406976,
14120344,3188428,3188428,10931916,383317,351676,65872,6089241,406976,
