Total,Processes,ProcessesUsed,System,Atom,AtomUsed,Binary,Code,ETS
14870528,3622932,3622932,11247596,383317,357736,108120,6270054,416560,
14864128,3616532,3616532,11247596,383317,357736,108120,6270054,416560,
14864016,3616532,3616532,11247484,383317,357736,108120,6270054,416560,
14858896,3611412,3611412,11247484,383317,357736,108120,6270054,416560,
14864216,3616628,3616532,11247588,383317,357736,108120,6270054,416560,
14866552,3618980,3618980,11247572,383317,357736,108120,6270054,416560,
14864104,3616532,3616532,11247572,383317,357736,108120,6270054,416560,
14864160,3616532,3616532,11247628,383317,357736,108120,6270054,416560,
14861720,3614092,3614092,11247628,383317,357736,108120,6270054,416560,
14864104,3616532,3616532,11247572,383317,357736,108120,6270054,416560,
14866552,3618980,3618980,11247572,383317,357736,108120,6270054,416560,
14864160,3616532,3616532,11247628,383317,357736,108120,6270054,416560,
14864160,3616532,3616532,11247628,383317,357736,108120,6270054,416560,
14865504,3618044,3618044,11247460,383317,357736,108120,6270054,416560,
14867944,3620484,3620484,11247460,383317,357736,108120,6270054,416560,
14870456,3622940,3622940,11247516,383317,357736,108120,6270054,416560,
14867952,3620484,3620484,11247468,383317,357736,108120,6270054,416560,
14867952,3620484,3620484,11247468,383317,357736,108120,6270054,416560,
14865512,3618044,3618044,11247468,383317,357736,108120,6270054,416560,
14867952,3620484,3620484,11247468,383317,357736,108120,6270054,416560,
14870400,3622932,3622932,11247468,383317,357736,108120,6270054,416560,
14867944,3620484,3620484,11247460,383317,357736,108120,6270054,416560,
14867952,3620492,3620492,11247460,383317,357736,108120,6270054,416560,
14865624,3618052,3618052,11247572,383317,357736,108120,6270054,416560,
14867952,3620492,3620492,11247460,383317,357736,108120,6270054,416560,
14870392,3622932,3622932,11247460,383317,357736,108120,6270054,416560,
14867944,3620484,3620484,11247460,383317,357736,108120,6270054,416560,
14868056,3620484,3620484,11247572,383317,357736,108120,6270054,416560,
14865616,3618044,3618044,11247572,383317,357736,108120,6270054,416560,
14868056,3620484,3620484,11247572,383317,357736,108120,6270054,416560,
14870504,3622932,3622932,11247572,383317,357736,108120,6270054,416560,
14868056,3620484,3620484,11247572,383317,357736,108120,6270054,416560,
14868064,3620492,3620492,11247572,383317,357736,108120,6270054,416560,
14865648,3618076,3618076,11247572,383317,357736,108120,6270054,416560,
14868064,3620492,3620492,11247572,383317,357736,108120,6270054,416560,
14870392,3622932,3622932,11247460,383317,357736,108120,6270054,416560,
14867944,3620484,3620484,11247460,383317,357736,108120,6270054,416560,
14867944,3620484,3620484,11247460,383317,357736,108120,6270054,416560,
14865616,3618044,3618044,11247572,383317,357736,108120,6270054,416560,
14868056,3620484,3620484,11247572,383317,357736,108120,6270054,416560,
14870504,3622932,3622932,11247572,383317,357736,108120,6270054,416560,
14868056,3620484,3620484,11247572,383317,357736,108120,6270054,416560,
14868064,3620492,3620492,11247572,383317,357736,108120,6270054,416560,
14865624,3618052,3618052,11247572,383317,357736,108120,6270054,416560,
14868064,3620492,3620492,11247572,383317,357736,108120,6270054,416560,
14861088,3613516,3613516,11247572,383317,357736,108120,6270054,416560,
14858528,3611068,3611068,11247460,383317,357736,108120,6270054,416560,
14859104,3611644,3611572,11247460,383317,357736,108120,6270054,416560,
14856776,3609204,3609204,11247572,383317,357736,108120,6270054,416560,
14859216,3611644,3611644,11247572,383317,357736,108120,6270054,416560,
14858048,3610476,3610476,11247572,383317,357736,108120,6270054,416560,
14855600,3608028,3608028,11247572,383317,357736,108120,6270054,416560,
14859216,3611644,3611644,11247572,383317,357736,108120,6270054,416560,
14856776,3609204,3609204,11247572,383317,357736,108120,6270054,416560,
14859216,3611644,3611644,11247572,383317,357736,108120,6270054,416560,
14861664,3614092,3614092,11247572,383317,357736,108120,6270054,416560,
14859216,3611644,3611644,11247572,383317,357736,108120,6270054,416560,
14859104,3611644,3611644,11247460,383317,357736,108120,6270054,416560,
14856664,3609204,3609204,11247460,383317,357736,108120,6270054,416560,
14859104,3611644,3611644,11247460,383317,357736,108120,6270054,416560,
14861552,3614092,3614092,11247460,383317,357736,108120,6270054,416560,
14859104,3611644,3611644,11247460,383317,357736,108120,6270054,416560,
14859104,3611644,3611644,11247460,383317,357736,108120,6270054,416560,
14856664,3609204,3609204,11247460,383317,357736,108120,6270054,416560,
14859104,3611644,3611644,11247460,383317,357736,108120,6270054,416560,
14861552,3614092,3614092,11247460,383317,357736,108120,6270054,416560,
14859128,3611644,3611644,11247484,383317,357736,108120,6270054,416560,
14859248,3611652,3611652,11247596,383317,357736,108120,6270054,416560,
14856688,3609204,3609204,11247484,383317,357736,108120,6270054,416560,
14859128,3611644,3611644,11247484,383317,357736,108120,6270054,416560,
14861688,3614092,3614092,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14856800,3609204,3609204,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14861688,3614092,3614092,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14856800,3609204,3609204,11247596,383317,357736,108120,6270054,416560,
14859128,3611644,3611644,11247484,383317,357736,108120,6270054,416560,
14861688,3614092,3614092,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14859248,3611652,3611652,11247596,383317,357736,108120,6270054,416560,
14856800,3609204,3609204,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14861688,3614092,3614092,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14856800,3609204,3609204,11247596,383317,357736,108120,6270054,416560,
14859248,3611652,3611652,11247596,383317,357736,108120,6270054,416560,
14861576,3614092,3614092,11247484,383317,357736,108120,6270054,416560,
14859248,3611652,3611652,11247596,383317,357736,108120,6270054,416560,
14855624,3608028,3608028,11247596,383317,357736,108120,6270054,416560,
14853184,3605588,3605588,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14861688,3614092,3614092,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14856800,3609204,3609204,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14861688,3614092,3614092,11247596,383317,357736,108120,6270054,416560,
14859128,3611644,3611644,11247484,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14856800,3609204,3609204,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14861688,3614092,3614092,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14859248,3611652,3611652,11247596,383317,357736,108120,6270054,416560,
14856800,3609204,3609204,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14861688,3614092,3614092,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14859128,3611644,3611644,11247484,383317,357736,108120,6270054,416560,
14856800,3609204,3609204,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14858072,3610476,3610476,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14856800,3609204,3609204,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14861688,3614092,3614092,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14859248,3611652,3611652,11247596,383317,357736,108120,6270054,416560,
14856688,3609204,3609204,11247484,383317,357736,108120,6270054,416560,
14859128,3611644,3611644,11247484,383317,357736,108120,6270054,416560,
14861688,3614092,3614092,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14856800,3609204,3609204,11247596,383317,357736,108120,6270054,416560,
14859248,3611652,3611652,11247596,383317,357736,108120,6270054,416560,
14861688,3614092,3614092,11247596,383317,357736,108120,6270054,416560,
14859248,3611652,3611652,11247596,383317,357736,108120,6270054,416560,
14859240,3611644,3611644,11247596,383317,357736,108120,6270054,416560,
14856800,3609204,3609204,11247596,383317,357736,108120,6270054,416560,
14859128,3611644,3611644,11247484,383317,357736,108120,6270054,416560,
14861576,3614092,3614092,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860072,3612588,3612588,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860072,3612588,3612588,11247484,383317,357736,108120,6270054,416560,
14862512,3615028,3615028,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860072,3612588,3612588,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14858904,3611420,3611420,11247484,383317,357736,108120,6270054,416560,
14860184,3612588,3612588,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14854120,3606524,3606524,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862632,3615036,3615036,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14856560,3608964,3608964,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862632,3615036,3615036,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14862512,3615028,3615028,11247484,383317,357736,108120,6270054,416560,
14856560,3608964,3608964,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862512,3615028,3615028,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862632,3615036,3615036,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862632,3615036,3615036,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14856560,3608964,3608964,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14856560,3608964,3608964,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14856560,3608964,3608964,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14858904,3611420,3611420,11247484,383317,357736,108120,6270054,416560,
14856560,3608964,3608964,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14859008,3611412,3611412,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14854120,3606524,3606524,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862512,3615028,3615028,11247484,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862632,3615036,3615036,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14862512,3615028,3615028,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14862520,3615036,3615036,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14862512,3615028,3615028,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14862512,3615028,3615028,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862632,3615036,3615036,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862512,3615028,3615028,11247484,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14854120,3606524,3606524,11247596,383317,357736,108120,6270054,416560,
14856560,3608964,3608964,11247596,383317,357736,108120,6270054,416560,
14859008,3611412,3611412,11247596,383317,357736,108120,6270054,416560,
14856560,3608964,3608964,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14856560,3608964,3608964,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862632,3615036,3615036,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14862520,3615036,3615036,11247484,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14862512,3615028,3615028,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857624,3610140,3610140,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14862512,3615028,3615028,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862520,3615036,3615036,11247484,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14854120,3606524,3606524,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14857736,3610140,3610140,11247596,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
14862624,3615028,3615028,11247596,383317,357736,108120,6270054,416560,
14860064,3612580,3612580,11247484,383317,357736,108120,6270054,416560,
14860176,3612580,3612580,11247596,383317,357736,108120,6270054,416560,
